"country"	"country_code"	"age"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"
"Libyan Arab Jamahiriya"	434	" 70"								0.068110958	0.062733276	0.057109551	0.054186823	0.050989808	0.048364915	0.045967536	0.043773099	0.041737778	0.03928718	0.037072015	0.03503542	0.033142734
"Libyan Arab Jamahiriya"	434	" 75"								0.097644942	0.091325923	0.084606183	0.08103583	0.077054519	0.073770377	0.070679692	0.067843309	0.065202827	0.061863248	0.058856034	0.056099799	0.053526726
"Libyan Arab Jamahiriya"	434	" 80"								0.137659354	0.130723142	0.123227717	0.119140753	0.114477944	0.110622297	0.106853512	0.103390915	0.100159567	0.095820044	0.091938829	0.08840461	0.085093556
"Libyan Arab Jamahiriya"	434	" 85"								0.189851551	0.182948467	0.175382145	0.171118206	0.166110151	0.161976624	0.157723839	0.153821467	0.150178466	0.144905842	0.140245118	0.136053405	0.132119848
"Libyan Arab Jamahiriya"	434	" 90"								0.254719279	0.248814166	0.24227491	0.238400867	0.233655309	0.229779074	0.225471502	0.221539105	0.217879432	0.212043268	0.206989999	0.2025509	0.198393547
"Libyan Arab Jamahiriya"	434	" 95"								0.330762205	0.326964358	0.322756502	0.319975549	0.31628637	0.313366381	0.309629945	0.306258315	0.303147679	0.297469005	0.292738442	0.288776267	0.285101578
"Libyan Arab Jamahiriya"	434	"100+"								0.575725989	0.57314543	0.570567361	0.568945249	0.566797097	0.565144722	0.562941064	0.561061057	0.559412814	0.555978259	0.553296634	0.551230892	0.549434989
"Lithuania"	440	"  0"									0.015383268	0.011164202	0.008435909	0.010939753	0.008171912	0.00765443	0.007076629	0.006539908	0.005973368	0.005478119	0.005043879	0.004700769
"Lithuania"	440	"  1"									0.000845508	0.000644853	0.000612761	0.000883147	0.000642935	0.000722972	0.000723566	0.000703232	0.000648842	0.000603141	0.000534101	0.000431456
"Lithuania"	440	"  5"									0.000545812	0.000372547	0.000293023	0.000379952	0.000277143	0.000247591	0.000216511	0.000191827	0.000165803	0.000145038	0.00012602	0.000109055
"Lithuania"	440	" 10"									0.00054279	0.000394887	0.000338955	0.000385968	0.000318436	0.000280055	0.000246463	0.000217491	0.000189994	0.00016802	0.000147887	0.000128959
"Lithuania"	440	" 15"									0.001424749	0.001352082	0.001247104	0.001316736	0.001139387	0.000953706	0.000803447	0.000685236	0.000583793	0.000502963	0.00043259	0.000368801
"Lithuania"	440	" 20"									0.002486304	0.002533374	0.002302138	0.002393567	0.002080836	0.001708465	0.001415464	0.001190145	0.000999731	0.000849372	0.000721462	0.000608821
"Lithuania"	440	" 25"									0.00309777	0.0031571	0.002933125	0.003026853	0.002636784	0.002127576	0.00172855	0.00142817	0.001177248	0.00098479	0.00082201	0.000681015
"Lithuania"	440	" 30"									0.004189064	0.003993214	0.003714268	0.003810157	0.003333766	0.00266612	0.002142738	0.001753644	0.001429974	0.00118468	0.000977604	0.000800509
"Lithuania"	440	" 35"									0.006037454	0.005673514	0.004898745	0.005017447	0.004402071	0.003540182	0.002869268	0.002361295	0.001938072	0.001613597	0.001340363	0.001104168
"Lithuania"	440	" 40"									0.008828357	0.008601173	0.007149644	0.00729192	0.006511445	0.005367498	0.004464849	0.003752964	0.003161841	0.002689374	0.002287525	0.001937931
"Lithuania"	440	" 45"									0.012554406	0.012636901	0.010894704	0.011057718	0.010101693	0.008587299	0.007366667	0.006359993	0.005524224	0.004821357	0.004213421	0.003686731
"Lithuania"	440	" 50"									0.016624911	0.017072788	0.015735222	0.015937634	0.014803609	0.012959948	0.011454043	0.01015735	0.009079496	0.008132012	0.007297006	0.006572947
"Lithuania"	440	" 55"									0.022254518	0.022144259	0.021238585	0.021517876	0.020229293	0.018195358	0.016513391	0.015007749	0.013749504	0.012600174	0.011569354	0.010671565
"Lithuania"	440	" 60"									0.03149505	0.030229039	0.029137495	0.029526127	0.028038527	0.025775871	0.023876074	0.02212377	0.020643631	0.019252382	0.017987155	0.016877064
"Lithuania"	440	" 65"									0.045745965	0.043760226	0.042332718	0.042862676	0.041073462	0.03841135	0.03613377	0.03398291	0.032141529	0.030373621	0.028742132	0.027295007
"Lithuania"	440	" 70"									0.065983593	0.062921859	0.061096546	0.061807394	0.059762933	0.056843044	0.05429488	0.051820364	0.049674851	0.047562531	0.04558328	0.043810352
"Lithuania"	440	" 75"									0.094250828	0.089624925	0.087360384	0.088292587	0.086129968	0.083280642	0.080737713	0.078173882	0.075926216	0.073638369	0.071459386	0.069492931
"Lithuania"	440	" 80"									0.132845823	0.12602724	0.123329534	0.124515265	0.122502606	0.120311475	0.118291501	0.116112051	0.114187473	0.112113746	0.110099524	0.108279139
"Lithuania"	440	" 85"									0.18396883	0.174215786	0.171172807	0.172621076	0.171181661	0.170524038	0.169818987	0.168780178	0.167871542	0.166677501	0.165469871	0.164404708
"Lithuania"	440	" 90"									0.249102795	0.23564107	0.232453397	0.234131525	0.233820065	0.235774116	0.23736964	0.238438419	0.239436296	0.24000372	0.240465588	0.240978671
"Lithuania"	440	" 95"									0.328211034	0.310370496	0.307359608	0.309177684	0.310579253	0.316172993	0.320997033	0.32509749	0.328837714	0.332012341	0.334969694	0.337836493
"Lithuania"	440	"100+"									0.588150953	0.569908153	0.568388769	0.569705817	0.571766794	0.578143814	0.583781202	0.588884659	0.593519073	0.597741818	0.601725955	0.605495382
"Luxembourg"	442	"  0"									0.005759043	0.005077192	0.004685636	0.004250007	0.00397993	0.003712001	0.003461316	0.003258034	0.00308802	0.002923087	0.0027572	0.002616488
"Luxembourg"	442	"  1"									0.000735735	0.000643977	0.000559344	0.000483848	0.000454034	0.000419967	0.000385177	0.000355702	0.000331278	0.000307117	0.00028146	0.000260339
"Luxembourg"	442	"  5"									0.000309799	0.000234251	0.000186993	0.00014204	0.000120448	0.000100726	8.44288e-05	7.54867e-05	6.81933e-05	6.10462e-05	5.40194e-05	5.03599e-05
"Luxembourg"	442	" 10"									0.000267174	0.000221117	0.000183845	0.000132208	0.000108854	8.77783e-05	7.08868e-05	6.26159e-05	5.58604e-05	4.92336e-05	4.27493e-05	3.99082e-05
"Luxembourg"	442	" 15"									0.000859772	0.000707024	0.00057281	0.000372687	0.000290716	0.000222056	0.000169225	0.000142933	0.000122334	0.000102813	8.42652e-05	7.56281e-05
"Luxembourg"	442	" 20"									0.001355168	0.001112706	0.000908566	0.00061523	0.000488106	0.000381198	0.000297728	0.000252867	0.00021789	0.000184882	0.000153512	0.000136989
"Luxembourg"	442	" 25"									0.001295096	0.001071024	0.000894097	0.000653385	0.000538302	0.000438906	0.000358516	0.000311134	0.00027391	0.000238546	0.000204575	0.000184372
"Luxembourg"	442	" 30"									0.001574386	0.001292645	0.001080977	0.000810285	0.000675277	0.000559108	0.000464375	0.000405679	0.000359942	0.000316799	0.000275482	0.000248807
"Luxembourg"	442	" 35"									0.002153311	0.001753287	0.001468661	0.001129763	0.000953744	0.000803144	0.000679294	0.000598624	0.000536339	0.000478055	0.000422433	0.00038321
"Luxembourg"	442	" 40"									0.002717054	0.002226432	0.001897936	0.001537192	0.001336601	0.001163387	0.0010173	0.00091563	0.00083714	0.000763692	0.000693226	0.000638056
"Luxembourg"	442	" 45"									0.004186512	0.003507929	0.003044471	0.002521913	0.002220458	0.00195972	0.001737097	0.001576604	0.001453028	0.001337653	0.00122685	0.001135027
"Luxembourg"	442	" 50"									0.007041794	0.006001206	0.005271404	0.004421058	0.003921997	0.003491815	0.003122783	0.00285139	0.002643397	0.002449996	0.002264554	0.00210467
"Luxembourg"	442	" 55"									0.010676733	0.009205155	0.008202756	0.007077291	0.006392431	0.00580044	0.005285279	0.004893424	0.004593492	0.004314864	0.004046985	0.003802051
"Luxembourg"	442	" 60"									0.016941945	0.014806642	0.013359167	0.01174968	0.010740805	0.00986739	0.009098351	0.008497914	0.008039025	0.007613125	0.007202795	0.006811105
"Luxembourg"	442	" 65"									0.028854823	0.025481792	0.02310661	0.020358935	0.01863141	0.017146921	0.015839775	0.014810544	0.014028334	0.013305476	0.012610614	0.011934958
"Luxembourg"	442	" 70"									0.048656676	0.043450128	0.039624589	0.035007475	0.032091537	0.029602063	0.02740805	0.025664325	0.02434589	0.023132379	0.021968188	0.020813905
"Luxembourg"	442	" 75"									0.080730363	0.072970332	0.066988989	0.059431115	0.054625446	0.050542868	0.046936736	0.044040106	0.041859352	0.039859011	0.03794277	0.036002942
"Luxembourg"	442	" 80"									0.13061209	0.119630402	0.11069676	0.09883007	0.0912083	0.08475026	0.079021511	0.074362259	0.07086484	0.067664515	0.064600459	0.061428325
"Luxembourg"	442	" 85"									0.203663776	0.189210102	0.176724031	0.159216732	0.14781226	0.138145109	0.129510406	0.122383401	0.117039284	0.112153846	0.10747299	0.102507151
"Luxembourg"	442	" 90"									0.302220168	0.284894125	0.268915863	0.245195287	0.229461267	0.216076389	0.204005075	0.193869676	0.186261343	0.179300773	0.172616637	0.165334561
"Luxembourg"	442	" 95"									0.422181705	0.403581213	0.385200737	0.356285785	0.336696662	0.319929643	0.304626989	0.291533889	0.281675413	0.272635294	0.263922899	0.254157588
"Luxembourg"	442	"100+"									0.695079661	0.674698495	0.654784678	0.624947284	0.605991203	0.590551996	0.576919872	0.565445685	0.55706267	0.549563387	0.54247917	0.534536108
"Madagascar"	450	"  0"	0.213274261	0.195891283	0.180634096	0.165599573	0.153616198	0.140471339	0.126954102	0.125784658	0.108940702	0.096245461	0.084901672	0.07409084	0.065142044	0.058099951	0.051867171	0.046359016	0.041519748	0.037280825	0.033626922	0.030395134
"Madagascar"	450	"  1"	0.038261554	0.034941659	0.032003044	0.029082556	0.026780571	0.023926599	0.020675892	0.020408029	0.016638468	0.013941311	0.011652311	0.009571258	0.007905746	0.006625414	0.005513258	0.004536253	0.003687078	0.002957408	0.002379315	0.001869324
"Madagascar"	450	"  5"	0.015374644	0.014001771	0.012801308	0.011619353	0.010694355	0.00959834	0.008385671	0.008286545	0.006878425	0.005849153	0.004943701	0.004115101	0.003449399	0.002936617	0.002490584	0.002098052	0.001756717	0.001460839	0.001223688	0.001013442
"Madagascar"	450	" 10"	0.005872761	0.005445598	0.00506171	0.004673597	0.004366957	0.004018481	0.003637253	0.003604196	0.003121733	0.002754589	0.002416591	0.002094287	0.00182679	0.001615636	0.001428043	0.001261276	0.001113854	0.000984834	0.000877469	0.000782042
"Madagascar"	450	" 15"	0.00721131	0.006712625	0.006269542	0.005826019	0.005481533	0.00510446	0.004701694	0.004665966	0.004141456	0.003736611	0.003356777	0.002991902	0.00268737	0.002446086	0.002230956	0.002039878	0.001870713	0.001717495	0.001564304	0.001428314
"Madagascar"	450	" 20"	0.009439688	0.00881041	0.008251515	0.007692193	0.007257351	0.006788092	0.006289766	0.006244756	0.005582068	0.005068619	0.00458394	0.004116824	0.003726061	0.00341608	0.003139465	0.002893802	0.002676209	0.002476204	0.002262643	0.00207313
"Madagascar"	450	" 25"	0.010621155	0.00990246	0.009264597	0.008626971	0.008131353	0.007592049	0.007017068	0.006965672	0.006210096	0.005626099	0.005076602	0.004548048	0.004106538	0.003756584	0.003444475	0.00316736	0.002921918	0.002697022	0.002459881	0.002249475
"Madagascar"	450	" 30"	0.011192141	0.010429128	0.009751898	0.009074992	0.008549009	0.007975589	0.007366796	0.007313079	0.006522835	0.005910819	0.005333894	0.004778171	0.004313356	0.003944514	0.003615187	0.003322669	0.00306333	0.002826469	0.00258018	0.002361667
"Madagascar"	450	" 35"	0.012763055	0.011880851	0.011098195	0.010316065	0.009708125	0.009048523	0.008354863	0.008294172	0.007400509	0.006706932	0.006051817	0.005419513	0.004889752	0.004468877	0.004092618	0.003758272	0.003461392	0.003193037	0.002926471	0.002689988
"Madagascar"	450	" 40"	0.015257896	0.014194568	0.013252041	0.012310634	0.011570109	0.010771019	0.009945389	0.009874596	0.008830361	0.008017186	0.007246125	0.006499731	0.005872972	0.00537417	0.004927164	0.004529703	0.004176008	0.003862022	0.003575869	0.003322086
"Madagascar"	450	" 45"	0.018477887	0.017228452	0.016122213	0.015018402	0.014136066	0.013205366	0.012273075	0.012193672	0.011017508	0.010095831	0.009212051	0.008350902	0.007623752	0.007042568	0.006519114	0.006053242	0.005637414	0.00527473	0.004973187	0.004705875
"Madagascar"	450	" 50"	0.022998294	0.021529505	0.020230394	0.018935227	0.017877859	0.016795349	0.015749922	0.015660538	0.014329592	0.013280436	0.012260288	0.011259013	0.010408463	0.009725673	0.009107648	0.008558823	0.008074931	0.00765152	0.007291397	0.006972319
"Madagascar"	450	" 55"	0.030130499	0.02828563	0.02665647	0.025034396	0.023677204	0.022316397	0.02104152	0.020932602	0.01930629	0.018021916	0.01676183	0.01552056	0.014463093	0.013612341	0.01284019	0.012155154	0.011553149	0.011022125	0.010548584	0.010129331
"Madagascar"	450	" 60"	0.043551958	0.040993444	0.038728632	0.036480781	0.034573565	0.032690955	0.030997838	0.030841769	0.028552603	0.02667268	0.024957305	0.023265987	0.021824122	0.020662652	0.019606989	0.018669141	0.017838056	0.01710356	0.016440703	0.015854032
"Madagascar"	450	" 65"	0.068550351	0.064717111	0.061288595	0.057898742	0.05499179	0.05216996	0.049814444	0.049552212	0.045858873	0.042558505	0.040023576	0.037525323	0.035397451	0.033681533	0.032121504	0.030735104	0.029504332	0.028412857	0.027410978	0.026524468
"Madagascar"	450	" 70"	0.106198722	0.100629007	0.095586393	0.09061538	0.086298142	0.082178828	0.079034423	0.078605549	0.072783	0.067169014	0.063512449	0.059911294	0.056848449	0.054376691	0.05213012	0.050134167	0.048359838	0.04678094	0.045302837	0.043995881
"Madagascar"	450	" 75"	0.16078349	0.153037371	0.145922209	0.138920904	0.132746105	0.126957426	0.122999056	0.122323746	0.113453158	0.104279083	0.09918406	0.094171276	0.089916993	0.086482642	0.083364476	0.080597431	0.07813586	0.075938163	0.073832722	0.071973573
"Madagascar"	450	" 80"	0.235869277	0.225714021	0.216224406	0.206892323	0.19850498	0.190784029	0.186194158	0.185184234	0.172303205	0.158069904	0.151303006	0.144655538	0.139032138	0.134494413	0.130383714	0.126745128	0.123509482	0.120612102	0.117759739	0.115246699
"Madagascar"	450	" 85"	0.332351257	0.319992453	0.308206734	0.296611279	0.285943617	0.276310248	0.271560633	0.270146409	0.252576541	0.231889803	0.223450321	0.215180708	0.208219643	0.202611738	0.197552483	0.193094927	0.189140017	0.185590798	0.181982866	0.178815547
"Madagascar"	450	" 90"	0.44646593	0.432696977	0.419244749	0.405992587	0.393438566	0.382334821	0.378152768	0.37632052	0.354090786	0.326265393	0.316518399	0.307007001	0.299060633	0.292681351	0.286965772	0.281968342	0.277557935	0.27359682	0.269416919	0.265767712
"Madagascar"	450	" 95"	0.569081993	0.555200097	0.541233621	0.527449603	0.513892121	0.502172527	0.499335331	0.497157292	0.471300024	0.436971429	0.426654167	0.416648622	0.408379242	0.401778854	0.395926921	0.39086873	0.386447898	0.382482301	0.378116789	0.374335619
"Madagascar"	450	"100+"	0.898520448	0.87613545	0.853873367	0.832926173	0.812270796	0.795387204	0.793494993	0.790081838	0.752178173	0.705152951	0.693504762	0.682543039	0.673739042	0.666822923	0.660811336	0.655668503	0.651257231	0.647350588	0.643193987	0.639627017
"Malawi"	454	"  0"							0.175706066	0.165795837	0.146372691	0.125422637	0.107686759	0.093427324	0.08258803	0.074792392	0.068832714	0.063663429	0.058983631	0.054724033	0.050751533	0.047106634
"Malawi"	454	"  1"							0.032952142	0.030209529	0.024555479	0.019086372	0.014082693	0.010509206	0.008040091	0.00641278	0.005391084	0.004635573	0.004042689	0.003509944	0.003065506	0.002652327
"Malawi"	454	"  5"							0.007753948	0.007332144	0.005888741	0.004354691	0.003486215	0.003009655	0.002265753	0.001727691	0.001360245	0.0011351	0.001004748	0.00088406	0.000774901	0.000676844
"Malawi"	454	" 10"							0.002079201	0.001796979	0.001416716	0.000961838	0.000787578	0.001153675	0.001425058	0.001173406	0.000867677	0.000643416	0.00053683	0.000491621	0.000454354	0.000416484
"Malawi"	454	" 15"							0.003977858	0.003621374	0.003008427	0.002292747	0.001526864	0.001429294	0.001662561	0.001622288	0.001362013	0.001062682	0.000846475	0.000731773	0.000659589	0.000597345
"Malawi"	454	" 20"							0.005653878	0.005137001	0.004461277	0.004863001	0.003572835	0.002305827	0.00203769	0.00184907	0.001748793	0.001552602	0.001332226	0.001136991	0.000986835	0.000871679
"Malawi"	454	" 25"							0.00611903	0.00557212	0.005114539	0.008381091	0.01019615	0.00553617	0.004564224	0.003839952	0.00345546	0.003242542	0.003032545	0.00273022	0.002391732	0.002108726
"Malawi"	454	" 30"							0.00631016	0.005780036	0.005471741	0.010949543	0.019406475	0.012444355	0.008799952	0.00765258	0.006904806	0.006285445	0.005980618	0.005566636	0.00497441	0.004409691
"Malawi"	454	" 35"							0.007249492	0.00668058	0.006214096	0.011659458	0.02476821	0.019979472	0.013499913	0.011465316	0.010717423	0.009507488	0.008868792	0.008390837	0.007633376	0.006810416
"Malawi"	454	" 40"							0.008841732	0.008202602	0.007434527	0.011019094	0.023877581	0.023195554	0.016716713	0.013895754	0.013232141	0.011724098	0.010664598	0.010045957	0.009280886	0.008370881
"Malawi"	454	" 45"							0.011200218	0.010482483	0.009391221	0.010652775	0.019402043	0.021409295	0.017211383	0.014690176	0.014146054	0.012698669	0.011443889	0.010619094	0.009826825	0.00898862
"Malawi"	454	" 50"							0.014878983	0.014038887	0.012588686	0.012096331	0.01600638	0.018029255	0.016158419	0.014627723	0.014387368	0.013281798	0.012164227	0.011284743	0.010419167	0.009584547
"Malawi"	454	" 55"							0.020989656	0.019907524	0.01800012	0.016254139	0.016700881	0.017185163	0.016280441	0.015438629	0.015347912	0.014689859	0.01405455	0.013182383	0.012280684	0.011226755
"Malawi"	454	" 60"							0.032273853	0.030960753	0.028318421	0.025254405	0.024071033	0.023396223	0.022308197	0.021428966	0.021221701	0.020639507	0.020224481	0.019129596	0.018007346	0.016523516
"Malawi"	454	" 65"							0.053265398	0.051694785	0.047929521	0.042918846	0.041330454	0.040317901	0.038595777	0.037199243	0.0367932	0.035745517	0.034807413	0.033092765	0.0314418	0.029240194
"Malawi"	454	" 70"							0.086484166	0.084867282	0.079804435	0.071894372	0.070016869	0.068614613	0.065982842	0.063835805	0.063092874	0.061253054	0.059290585	0.056666069	0.054354456	0.051238528
"Malawi"	454	" 75"							0.136972663	0.135760088	0.129527363	0.117715618	0.116080122	0.114433061	0.110633331	0.107500328	0.106261115	0.103149909	0.099309165	0.095417601	0.092422735	0.088315918
"Malawi"	454	" 80"							0.209367934	0.209224272	0.202528101	0.186292951	0.186251423	0.185033736	0.180025306	0.175814262	0.174022502	0.169049418	0.16203816	0.15650319	0.153090652	0.148238131
"Malawi"	454	" 85"							0.305405898	0.306958959	0.301230497	0.281362337	0.285499267	0.286425597	0.280727992	0.275747187	0.273747612	0.266395363	0.254560983	0.247058358	0.244002563	0.239180545
"Malawi"	454	" 90"							0.421120042	0.424496306	0.421647601	0.400916326	0.413095588	0.419394836	0.414447618	0.409685128	0.408679486	0.39883819	0.380500236	0.370775809	0.369478734	0.365995611
"Malawi"	454	" 95"							0.545690029	0.550097056	0.551797525	0.534746099	0.559338214	0.575637371	0.573882002	0.571102683	0.573529034	0.561877703	0.53591751	0.523706281	0.526036145	0.525343202
"Malawi"	454	"100+"							0.905534388	0.923502806	0.933584584	0.892326999	0.945869811	1.025137918	1.048590971	1.061433954	1.097685044	1.074096749	0.989859741	0.954076976	0.979723645	0.991557618
"Malaysia"	458	"  0"									0.017324438	0.01386324	0.011664421	0.009993937	0.008757947	0.007693986	0.006706945	0.006179684	0.005892481	0.005627658	0.005375082	0.005141805
"Malaysia"	458	"  1"									0.001242828	0.000946563	0.000757845	0.000613206	0.000533048	0.000464556	0.000419963	0.000396556	0.000382334	0.000368129	0.00035293	0.000338753
"Malaysia"	458	"  5"									0.000638676	0.000534104	0.000423434	0.000334475	0.000274333	0.000226928	0.000183818	0.000157797	0.000146527	0.000136177	0.000126385	0.000117998
"Malaysia"	458	" 10"									0.00066484	0.000607505	0.000499134	0.00040538	0.000339542	0.000285555	0.000237688	0.000204215	0.00018337	0.000164614	0.000147213	0.00013309
"Malaysia"	458	" 15"									0.001330732	0.00124169	0.001030428	0.000844612	0.000712698	0.000603557	0.000507553	0.000436549	0.000387928	0.000344472	0.000304418	0.000272691
"Malaysia"	458	" 20"									0.00189108	0.001769133	0.00146457	0.001196526	0.001006802	0.000850224	0.0007128	0.000618182	0.000560494	0.000508952	0.000461469	0.000422145
"Malaysia"	458	" 25"									0.001970306	0.001830959	0.001500265	0.001211548	0.001009683	0.000844836	0.000700145	0.000612225	0.000571438	0.000534869	0.000501069	0.00047117
"Malaysia"	458	" 30"									0.002195955	0.002040442	0.001664283	0.001336234	0.001107954	0.000922313	0.000759592	0.000666393	0.000630122	0.000597555	0.000567418	0.000539973
"Malaysia"	458	" 35"									0.002757293	0.002564872	0.002112802	0.001716791	0.001437378	0.001207384	0.001005405	0.000889356	0.000843935	0.000803096	0.000765253	0.000730604
"Malaysia"	458	" 40"									0.003897146	0.003650912	0.003089031	0.002590448	0.002226052	0.001917139	0.001644738	0.001476244	0.001395148	0.001322161	0.001254457	0.001193045
"Malaysia"	458	" 45"									0.005990132	0.005676173	0.004950709	0.004296154	0.003797273	0.003360272	0.002973538	0.002703958	0.002537715	0.002388029	0.0022491	0.0021249
"Malaysia"	458	" 50"									0.009415645	0.00902518	0.008093513	0.007240352	0.006564131	0.005954843	0.005413944	0.004977737	0.004645108	0.004345504	0.004067304	0.003821683
"Malaysia"	458	" 55"									0.015284928	0.01482001	0.013566938	0.012402613	0.011451631	0.010577812	0.009801563	0.009081958	0.008446003	0.007874099	0.007343811	0.006878117
"Malaysia"	458	" 60"									0.024188054	0.023487713	0.021837183	0.02028691	0.018992878	0.017786946	0.016709904	0.015600196	0.014534241	0.013577761	0.012692388	0.011908969
"Malaysia"	458	" 65"									0.037336955	0.035929881	0.033890104	0.031955951	0.030300008	0.028729915	0.027308256	0.025673526	0.023996112	0.022497515	0.021115039	0.019873516
"Malaysia"	458	" 70"									0.057114148	0.054503034	0.052153225	0.049911395	0.047929393	0.046012646	0.044251409	0.041905576	0.039311043	0.037002779	0.034880682	0.032943224
"Malaysia"	458	" 75"									0.086207012	0.081663663	0.079255141	0.076961446	0.074835332	0.072727356	0.070757772	0.067516419	0.063608949	0.060145574	0.056971986	0.054019919
"Malaysia"	458	" 80"									0.127653942	0.120225664	0.118270393	0.11645876	0.114608749	0.112699298	0.110873759	0.106631535	0.100979026	0.09598396	0.091420442	0.087083808
"Malaysia"	458	" 85"									0.184138924	0.172780585	0.172095773	0.171630142	0.170772287	0.16975207	0.168712744	0.163567779	0.155853572	0.149051185	0.142853049	0.136816478
"Malaysia"	458	" 90"									0.256758903	0.240643062	0.242261843	0.24423706	0.245308176	0.246101641	0.246716863	0.241090244	0.231364436	0.222801348	0.215020439	0.207224997
"Malaysia"	458	" 95"									0.343619587	0.322567781	0.327450973	0.332866621	0.33673883	0.34021565	0.343293277	0.337927548	0.326840175	0.317094651	0.308273123	0.299142244
"Malaysia"	458	"100+"									0.590037358	0.570933449	0.575694569	0.581146614	0.585454284	0.589521294	0.593303345	0.589845818	0.581348682	0.574071165	0.567634504	0.560886775
"Maldives"	462	"  0"									0.069208396	0.059107447	0.037619249	0.027007113	0.021214439	0.017505896	0.014673585	0.012205952	0.010391237	0.009618281	0.00893174	0.008313034
"Maldives"	462	"  1"									0.005778189	0.004399322	0.002014225	0.001200307	0.000828617	0.000605038	0.000465754	0.000347732	0.000268685	0.000251294	0.000235971	0.000222704
"Maldives"	462	"  5"									0.002137236	0.001708748	0.000911605	0.000592089	0.000435838	0.000337593	0.000271956	0.000214641	0.000173313	0.00015794	0.00014413	0.000131576
"Maldives"	462	" 10"									0.001220622	0.001047082	0.000675777	0.000486385	0.000381181	0.000313454	0.000261804	0.000216701	0.000181699	0.000161957	0.000144234	0.000128136
"Maldives"	462	" 15"									0.002055619	0.00177244	0.00117141	0.000858509	0.000682614	0.000569142	0.000480705	0.000403504	0.000341854	0.00030266	0.000267485	0.000235542
"Maldives"	462	" 20"									0.002835424	0.002449048	0.001617142	0.001182856	0.000939574	0.000782709	0.000660539	0.000553912	0.000472171	0.000428486	0.000389253	0.000353601
"Maldives"	462	" 25"									0.003126399	0.002671248	0.001730645	0.001246623	0.000978749	0.000806636	0.000675501	0.000561047	0.000478794	0.000448787	0.000421779	0.000397187
"Maldives"	462	" 30"									0.003464563	0.002947745	0.001908134	0.001369772	0.001071599	0.000880206	0.000735305	0.000608837	0.000520586	0.000495535	0.000472939	0.00045233
"Maldives"	462	" 35"									0.004326317	0.003717339	0.002456229	0.001790927	0.00141694	0.001176102	0.000989659	0.000826982	0.000713419	0.000680959	0.000651668	0.000624944
"Maldives"	462	" 40"									0.005799603	0.005089869	0.003575905	0.002721278	0.002218814	0.001892685	0.001626018	0.001393505	0.001225642	0.001161843	0.001104347	0.001051951
"Maldives"	462	" 45"									0.00817409	0.007356465	0.005574803	0.004464091	0.003771951	0.003318471	0.00292255	0.002577723	0.002313602	0.002171533	0.002043717	0.001927404
"Maldives"	462	" 50"									0.011950275	0.011003667	0.008867175	0.007429889	0.006490488	0.005870168	0.005296027	0.004796783	0.004383291	0.004080421	0.003808361	0.003561112
"Maldives"	462	" 55"									0.017851317	0.016738458	0.014099725	0.012238443	0.010977119	0.010139405	0.009326601	0.008621259	0.007988295	0.00740799	0.006887576	0.006415296
"Maldives"	462	" 60"									0.027461517	0.026050002	0.022591104	0.020078988	0.018339012	0.017177471	0.01602024	0.01501535	0.014049225	0.013030982	0.012124293	0.011306001
"Maldives"	462	" 65"									0.043714256	0.041777273	0.036967666	0.033395177	0.030886968	0.029201705	0.027501313	0.026018793	0.024487255	0.022691274	0.021115782	0.019710605
"Maldives"	462	" 70"									0.068804303	0.066254383	0.059838806	0.054957612	0.05148453	0.04913891	0.046739722	0.044643092	0.042275675	0.039166302	0.036474357	0.034098895
"Maldives"	462	" 75"									0.106470756	0.10330537	0.095239751	0.088942745	0.084406155	0.081333812	0.078144692	0.075359702	0.071837269	0.066615281	0.062142379	0.058230263
"Maldives"	462	" 80"									0.160768781	0.157150933	0.147828938	0.140344762	0.134898304	0.131216208	0.127333639	0.123964451	0.119011831	0.110651416	0.103542706	0.097364615
"Maldives"	462	" 85"									0.234789651	0.231105784	0.221537367	0.213610193	0.207813429	0.203935056	0.199777987	0.196233012	0.189801413	0.177325318	0.166753247	0.15759494
"Maldives"	462	" 90"									0.328690485	0.325509271	0.31722798	0.310084627	0.304893478	0.301517071	0.297837505	0.294830275	0.287292627	0.270347722	0.255984203	0.243543941
"Maldives"	462	" 95"									0.437889762	0.435775988	0.430325726	0.425270181	0.421719428	0.419579596	0.417211865	0.415503504	0.40767672	0.387153844	0.369702462	0.354555389
"Maldives"	462	"100+"									0.707414034	0.705474326	0.701090886	0.697250133	0.694766379	0.693379818	0.691964981	0.691078689	0.682309453	0.658708241	0.639887938	0.624389963
"Mali"	466	"  0"	0.228297472	0.217281951	0.206769436	0.196577492	0.18646911	0.176330952	0.166178622	0.156173469	0.146372691	0.136759243	0.12749351	0.118728715	0.110138958	0.102731524	0.095628213	0.088721116	0.08214599	0.075859658	0.069796781	0.064034274
"Mali"	466	"  1"	0.067141573	0.066079416	0.06483114	0.062700792	0.058005406	0.052841497	0.045830573	0.039453966	0.036200913	0.03316895	0.029193891	0.024879555	0.021329454	0.018591757	0.016203683	0.013988748	0.011932482	0.010086635	0.008555382	0.007293367
